138,"Baxter, Mr. Quigg Edmond",24,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",N/A,Unknown,1,0,M
139,"Baxter, Mrs. HÇülÈJne (nÇüe de LanaudiÈJre-Chaput)",50,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",6,N/A,1,1,F
142,"Beattie, Mr. Thomson",36,"Fergus, Ontario, Canada",Southampton,"Fergus, Ontario, Canada",N/A,331O,1,0,M
149,"Beckwith, Mr. Richard Leonard",37,"New York, New York, US",Southampton,"New York, New York, US",5,N/A,1,1,M
150,"Beckwith, Mrs. Sallie (nÇüe Monypeny)",46,"New York, New York, US",Southampton,"New York, New York, US",5,N/A,1,1,F
152,"Behr, Mr. Karl Howell",26,"New York, New York, US",Cherbourg,"New York, New York, US",5,N/A,1,1,M
55,"Bidois, Miss Rosalie (Maid to Astor, Mrs. Madeleine Talmage)",46,"New York, New York, US",Cherbourg,"New York, New York, US",4,N/A,1,1,F
159,"Birnbaum, Mr. Jakob",24,"Antwerp, Belgium",Cherbourg,"San Francisco, California, US",N/A,148MB,1,0,M
160,"Bishop, Mr. Dickinson H. ""Dick""",25,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",7,N/A,1,1,M
161,"Bishop, Mrs. Helen (nÇüe Walton)[62][65]",19,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",7,N/A,1,1,F
163,"BjÇúrnstrÇúm-Steffanson, Mr. Mauritz HÇøkan",28,"Stockholm, Sweden",Southampton,"Washington, DC, US",D,N/A,1,1,M
164,"Blackwell, Mr. Stephen Weart",45,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US",N/A,Unknown,1,0,M
165,"Blank, Mr. Henry",39,"Glen Ridge, New Jersey, US",Cherbourg,"Glen Ridge, New Jersey, US",7,N/A,1,1,M
166,"Bonnell, Miss Caroline",30,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,N/A,1,1,F
167,"Bonnell, Miss Elizabeth",61,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,N/A,1,1,F
168,"Borebank, Mr. John James",42,"London, England, UK",Southampton,"Toronto, Ontario, Canada",N/A,Unknown,1,0,M
176,"Bowerman, Miss Elsie Edith",22,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US",6,N/A,1,1,F
179,"Brady, Mr. John Bertram",41,"Pomeroy, Washington, US",Southampton,"Pomeroy, Washington, US",N/A,Unknown,1,0,M
182,"Brandeis, Mr. Emil",48,"Omaha, Nebraska, US",Cherbourg,"Omaha, Nebraska, US",N/A,208MB,1,0,M
185,"Brereton, Mr. George Andrew (alias George A. Brayton)",37,"Los Angeles, California, US",Southampton,"Los Angeles, California, US",9,N/A,1,1,M
186,"Brewe, Dr. Arthur Jackson",45,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",N/A,Unknown,1,0,M
34,"Brown, Miss Amelia Mary (Mildred) (Cook to Allison, Mrs. Bessie Waldo)",18,"London, England, UK",Southampton,"Montreal, Quebec, Canada",11,N/A,1,1,F
193,"Brown, Mrs. Caroline Lane (nÇüe Lamson)",59,"Belmont, Massachusetts, US",Southampton,"Belmont, Massachusetts, US",D,N/A,1,1,F
195,"Brown, Mrs. Margaret (nÇüe Tobin)",44,"Denver, Colorado, US",Cherbourg,"Denver, Colorado, US",6,N/A,1,1,F
200,"Bucknell, Mrs. Emma Eliza (nÇüe Ward)",59,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",8,N/A,1,1,F
211,"Butt, Major Archibald Willingham",46,"Washington, DC, US",Southampton,"Washington, DC, US",N/A,Unknown,1,0,M
218,"Calderhead, Mr. Edward Pennington",42,"New York, New York, US",Southampton,"New York, New York, US",5,N/A,1,1,M
228,"Candee, Mrs. Helen Churchill (nÇüe Hungerford)",53,"Washington, DC, US",Cherbourg,"Washington, DC, US",6,N/A,1,1,F
233,"Cardeza, Mr. Thomas Drake Martinez",36,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",3,N/A,1,1,M
234,"Cardeza, Mrs. Charlotte Wardle (nÇüe Drake)",58,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",3,N/A,1,1,F
237,"Carlsson, Mr. Frans Olof",33,"New York, New York, US",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
239,"Carrau, Mr. Francisco M.",31,"Montevideo, Uruguay",Southampton,"Montevideo, Uruguay",N/A,Unknown,1,0,M
240,"Carrau, Mr. JosÇü Pedro",17,"Montevideo, Uruguay",Southampton,"Montevideo, Uruguay",N/A,Unknown,1,0,M
242,"Carter, Master William Thornton II",11,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,N/A,1,1,M
243,"Carter, Miss Lucile Polk",13,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,N/A,1,1,F
244,"Carter, Mr. William Ernest",36,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",C,N/A,1,1,M
246,"Carter, Mrs. Lucile (nÇüe Polk)",36,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,N/A,1,1,F
248,"Case, Mr. Howard Brown",49,"Ascot, Berkshire, England, UK",Southampton,"Rochester, New York, US",N/A,Unknown,1,0,M
249,"Cassebeer, Mrs. Eleanor Genevieve (nÇüe Fosdick)",36,"New York, New York, US",Cherbourg,"New York, New York, US",5,N/A,1,1,F
250,"Cavendish, Mr. Tyrell William",36,"London, England, UK",Southampton,"New York, New York, US",N/A,172MB,1,0,M
251,"Cavendish, Mrs. Julia Florence (nÇüe Siegel)",25,"London, England, UK",Southampton,"New York, New York, US",6,N/A,1,1,F
253,"Chaffee, Mr. Hubert Fuller",46,"Amenia, North Dakota, US",Southampton,"Amenia, North Dakota, US",N/A,Unknown,1,0,M
254,"Chaffee, Mrs. Carrie Constance (nÇüe Toogood)",47,"Amenia, North Dakota, US",Southampton,"Amenia, North Dakota, US",4,N/A,1,1,F
255,"Chambers, Mr. Norman Campbell",27,"New York, New York, US",Southampton,"New York, New York, US",5,N/A,1,1,M
256,"Chambers, Mrs. Bertha (nÇüe Griggs)",32,"New York, New York, US",Southampton,"New York, New York, US",5,N/A,1,1,F
263,"Cherry, Miss Gladys",30,"London, England, UK",Southampton,"Vancouver, British Columbia, Canada",8,N/A,1,1,F
264,"ChevrÇü, Mr. Paul Romaine Marie LÇüonce",45,"Paris, France",Cherbourg,"Ottawa, Ontario, Canada",7,N/A,1,1,M
265,"Chibnall, Mrs. Edith Martha Bowerman (nÇüe Barber)",48,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US",6,N/A,1,1,F
266,"Chisholm, Mr. Roderick Robert Crispin[60]",40,"Belfast, Ireland, UK",Belfast,"New York, New York, US",N/A,Unknown,1,0,M
272,"Clark, Mr. Walter Miller",27,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US",N/A,Unknown,1,0,M
273,"Clark, Mrs. Virginia Estelle (nÇüe McDowell)",26,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US",4,N/A,1,1,F
59,"Cleaver, Miss Alice Catherine (Nurse to Allison, Master Hudson Trevor)",22,"London, England, UK",Southampton,"Montreal, Quebec, Canada",11,N/A,1,1,M
277,"Clifford, Mr. George Quincy",40,"Stoughton, Massachusetts, US",Southampton,"Stoughton, Massachusetts",N/A,Unknown,1,0,M
285,"Colley, Mr. Edward Pomeroy",37,"Dublin, Ireland, UK[note 1]",Southampton,"Vancouver, British Columbia, Canada",N/A,Unknown,1,0,M
290,"Compton, Miss Sara Rebecca",39,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",14,N/A,1,1,F
291,"Compton, Mr. Alexander Taylor Jr.",37,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",N/A,Unknown,1,0,M
292,"Compton, Mrs. Mary Eliza (nÇüe Ingersoll)",64,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",14,N/A,1,1,F
306,"Cornell, Mrs. Malvina Helen (nÇüe Lamson)",55,"New York, New York, US",Southampton,"New York, New York, US",2,N/A,1,1,F
313,"Crafton, Mr. John Bertram",59,"Roachdale, Indiana, US",Southampton,"Roachdale, Indiana, US",N/A,Unknown,1,0,M
317,"Crosby, Captain Edward",70,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",N/A,269MB,1,0,M
318,"Crosby, Miss Harriette Rebecca",39,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",7,N/A,1,1,F
319,"Crosby, Mrs. Catherine Elizabeth (nÇüe Halstead)",64,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",7,N/A,1,1,F
321,"Cumings, Mr. John Bradley",39,"New York, New York, US",Cherbourg,"New York, New York, US",N/A,Unknown,1,0,M
322,"Cumings, Mrs. Florence Briggs (nÇüe Thayer)",35,"New York, New York, US",Cherbourg,"New York, New York, US",4,N/A,1,1,F
330,"Daly, Mr. Peter Dennis",51,"Lima, Peru",Southampton,"Lima, Peru",A,N/A,1,1,M
334,"Daniel, Mr. Robert Williams",27,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",N/A,Unknown,1,0,M
56,"Daniels, Miss Sarah (Maid to Allison, Mrs. Bessie Waldo)",33,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",8,N/A,1,1,F
337,"Davidson, Mr. Thornton",31,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",N/A,Unknown,1,0,M
338,"Davidson, Mrs. Orian (nÇüe Hays)",27,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",3,N/A,1,1,F
366,"Dick, Mr. Albert Adrian",31,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",3,N/A,1,1,M
367,"Dick, Mrs. Vera (nÇüe Gillespie)",17,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",3,N/A,1,1,F
371,"Dodge, Dr. Washington",52,"San Francisco, California, US",Southampton,"San Francisco, California, US",13,N/A,1,1,M
372,"Dodge, Master Washington, Jr.",4,"San Francisco, California, US",Southampton,"San Francisco, California, US",5,N/A,1,1,M
373,"Dodge, Mrs. Ruth (nÇüe Vidaver)",34,"San Francisco, California, US",Southampton,"San Francisco, California, US",5,N/A,1,1,F
380,"Douglas, Mr. Walter Donald",50,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",N/A,62MB,1,0,M
381,"Douglas, Mrs. Mahala (nÇüe Dutton)",48,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",2,N/A,1,1,F
382,"Douglas, Mrs. Mary HÇülÈJne (nÇüe Baxter)",27,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",6,N/A,1,1,F
38,DoÈTa Fermina Oliva y Ocana,39,"Madrid, Spain",Cherbourg,"New York, New York, US",8,N/A,1,1,F
391,"Duff Gordon, Lucy Christiana, Lady (nÇüe Sutherland)",48,"London, England, UK",Cherbourg,"New York, New York, US",1,N/A,1,1,F
392,"Duff Gordon, Sir Cosmo Edmund",49,"London, England, UK",Cherbourg,"New York, New York, US",1,N/A,1,1,M
393,"Dulles, Mr. William Crothers",39,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",N/A,133MB,1,0,M
411,"Eustis, Miss Elizabeth Mussey",54,"Brookline, Massachusetts, US",Cherbourg,"Brookline, Massachusetts, US",4,N/A,1,1,F
412,"Evans, Miss Edith Corse",36,"New York, New York, US",Cherbourg,"New York, New York, US",N/A,Unknown,1,0,F
421,"Flegenheim, Mrs. Antoinette (nÇüe Wendt)",48,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,F
425,"Flynn, Mr. John Irwin",36,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US",5,N/A,1,1,M
434,"Foreman, Mr. Benjamin Laventall",30,"New York, New York, US",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
435,"Fortune, Miss Alice Elizabeth",24,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,N/A,1,1,F
436,"Fortune, Miss Ethel Flora",28,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,N/A,1,1,F
437,"Fortune, Miss Mabel Helen",23,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,N/A,1,1,F
438,"Fortune, Mr. Charles Alexander",19,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",N/A,Unknown,1,0,M
439,"Fortune, Mr. Mark",64,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",N/A,Unknown,1,0,M
440,"Fortune, Mrs. Mary (nÇüe McDougald)",60,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,N/A,1,1,F
443,"Franklin, Mr. Thomas Parnham",37,"London, England, UK",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
444,"Frauenthal, Dr. Henry William",49,"London, England, UK",Southampton,"New York, New York, US",5,N/A,1,1,M
445,"Frauenthal, Mr. Isaac Gerald",43,"London, England, UK",Southampton,"New York, New York, US",5,N/A,1,1,M
446,"Frauenthal, Mrs. Clara (nÇüe Heinsheimer)",42,"London, England, UK",Southampton,"New York, New York, US",5,N/A,1,1,F
447,"FrÇúlicher, Mr. Maximilian Josef",60,"ZÈRrich, Switzerland",Cherbourg,"New York, New York, US",5,N/A,1,1,M
448,"FrÇúlicher, Mrs. Margaretha Emerentia (nÇüe Stehli)",48,"ZÈRrich, Switzerland",Cherbourg,"New York, New York, US",5,N/A,1,1,F
449,"FrÇúlicher-Stehli, Miss Hedwig Margaritha",22,"ZÈRrich, Switzerland",Cherbourg,"New York, New York, US",5,N/A,1,1,F
452,"Futrelle, Mr. Jacques Heath",37,"Scituate, Massachusetts, US",Southampton,"Scituate, Massachusetts, US",N/A,Unknown,1,0,M
453,"Futrelle, Mrs. Lily May (nÇüe Peel)",35,"Scituate, Massachusetts, US",Southampton,"Scituate, Massachusetts, US",D,N/A,1,1,F
462,"Gee, Mr. Arthur H.",47,"St Annes-on-Sea, Lancashire, England, UK",Southampton,"Mexico City, Mexico",N/A,275MB,1,0,M
465,"Gibson, Miss Dorothy Winifred",22,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,F
466,"Gibson, Mrs. Pauline Caroline (nÇüe Boeson)",44,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,F
477,"Goldenberg, Mr. Samuel L.",47,"Paris, France",Cherbourg,"New York, New York, US",5,N/A,1,1,M
478,"Goldenberg, Mrs. Nella (nÇüe Wiggins)",40,"Paris, France",Cherbourg,"New York, New York, US",5,N/A,1,1,F
479,"Goldschmidt, Mr. George B.",71,"New York, New York, US",Cherbourg,"New York, New York, US",N/A,Unknown,1,0,M
492,"Gracie IV, Colonel Archibald",53,"Washington, DC, US",Southampton,"Washington, DC, US",B,N/A,1,1,M
493,"Graham, Miss Margaret Edith",19,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",3,N/A,1,1,F
494,"Graham, Mr. George Edward",38,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",N/A,147MB,1,0,M
495,"Graham, Mrs. Edith Ware (nÇüe Junkins)",59,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",3,N/A,1,1,F
498,"Greenfield, Mr. William Bertram",23,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,M
499,"Greenfield, Mrs. Blanche (nÇüe Strouse)",45,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,F
502,"Guggenheim, Mr. Benjamin",46,"Paris, France",Cherbourg,"New York, New York, US",N/A,Unknown,1,0,M
524,"Harder, Mr. George Achilles",25,"New York, New York, US",Cherbourg,"New York, New York, US",5,N/A,1,1,M
525,"Harder, Mrs. Dorothy (nÇüe Annan)",21,"New York, New York, US",Cherbourg,"New York, New York, US",5,N/A,1,1,F
529,"Harper, Mr. Henry Sleeper",48,"New York, New York, US",Cherbourg,"New York, New York, US",3,N/A,1,1,M
530,"Harper, Mrs. Myna (nÇüe Haxtun)",49,"New York, New York, US",Cherbourg,"New York, New York, US",3,N/A,1,1,F
533,"Harris, Mr. Henry Birkhardt",45,"New York, New York, US",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
535,"Harris, Mrs. Irene (nÇüe Wallach)",35,"New York, New York, US",Southampton,"New York, New York, US",D,N/A,1,1,F
541,"Hawksford, Mr. Walter James",45,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US",3,N/A,1,1,M
542,"Hays, Miss Margaret Bechstein",24,"New York, New York, US",Cherbourg,"New York, New York, US",7,N/A,1,1,F
543,"Hays, Mr. Charles Melville",55,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",N/A,307M,1,0,M
544,"Hays, Mrs. Clara Jennings (nÇüe Grigg)",52,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",3,N/A,1,1,F
545,"Head, Mr. Christopher",42,"Chelsea, London, England, UK",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
563,"Hilliard, Mr. Herbert Henry",44,"Brighton, Massachusetts, US",Southampton,"Brighton, Massachusetts, US",N/A,Unknown,1,0,M
565,"Hipkins, Mr. William Edward",55,"Birmingham, West Midlands, England, UK",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
566,"Hippach, Miss Jean Gertrude",17,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",4,N/A,1,1,F
567,"Hippach, Mrs. Ida Sophia (nÇüe Fischer)",44,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",4,N/A,1,1,F
575,"Hogeboom, Mrs. Anna Louisa (nÇüe Andrews)",51,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",10,N/A,1,1,F
580,"Holverson, Mr. Alexander Oskar",42,"New York, New York, US",Southampton,"New York, New York, US",N/A,38MB,1,0,M
581,"Holverson, Mrs. Mary Aline (nÇüe Towner)",35,"New York, New York, US",Southampton,"New York, New York, US",8,N/A,1,1,F
582,"Homer, Mr. Harry (alias E. Haven)",40,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US",15,N/A,1,1,M
590,"Hoyt, Mr. Frederick Maxfield",35,"New York, New York, US",Southampton,"Stamford, Connecticut, US",D,N/A,1,1,M
591,"Hoyt, Mr. William Fisher",42,"New York, New York, US",Cherbourg,"New York, New York, US",N/A,[66][67],1,0,M
592,"Hoyt, Mrs. Jane Anne (nÇüe Forby)",31,"New York, New York, US",Southampton,"Stamford, Connecticut, US",D,N/A,1,1,F
601,"Isham, Miss Ann Elizabeth",50,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",N/A,Unknown,1,0,F
602,"Ismay, Mr. Joseph Bruce",49,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US",C,N/A,1,1,M
638,"Jones, Mr. Charles Cresson",46,"Bennington, Vermont, US",Southampton,"Bennington, Vermont, US",N/A,80MB,1,0,M
642,"Julian, Mr. Henry Forbes",50,"Torquay, Devon, England, UK",Southampton,"San Francisco, US",N/A,Unknown,1,0,M
668,"Kent, Mr. Edward Austin",58,"Buffalo, New York, US",Cherbourg,"Buffalo, New York, US",N/A,258MB,1,0,M
669,"Kenyon, Mr. Frederick R.",41,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",N/A,Unknown,1,0,M
670,"Kenyon, Mrs. Marion (nÇüe Stauffer)[62][68]",31,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",8,N/A,1,1,F
676,"Kimball, Mr. Edwin Nelson Jr.",42,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US",5,N/A,1,1,M
677,"Kimball, Mrs. Gertrude (nÇüe Parsons)",45,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US",5,N/A,1,1,F
684,"Klaber, Mr. Herman",45,"Portland, Oregon, US",Southampton,"Portland, Oregon, US",N/A,Unknown,1,0,M
702,"Lambert-Williams, Mr. Fletcher Fellows",43,"London, England, UK",Southampton,"Newark, New Jersey, US",N/A,Unknown,1,0,M
713,"Leader, Dr. Alice (nÇüe Farnham)",49,"New York, New York, US",Southampton,"New York, New York, US",8,N/A,1,1,F
728,"Leslie, Lucy NoÇþl Martha, Countess of Rothes (nÇüe Dyer-Edwardes)",34,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",8,N/A,1,1,F
731,"Lewy, Mr. Ervin G.",31,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",N/A,Unknown,1,0,M
736,"Lindeberg-Lind, Mr. Erik Gustav (alias Edward Lingrey)",42,"Jordanstorp, SÇúdermanland, Sweden",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
740,"LindstrÇúm, Mrs. Sigrid (nÇüe Posse)",55,"Stockholm, Sweden",Cherbourg,"New York, New York, US",6,N/A,1,1,F
742,"Lines, Miss Mary Conover",16,"Paris, France",Cherbourg,"Hanover, New Hampshire, US",9,N/A,1,1,F
743,"Lines, Mrs. Elizabeth Lindsey (nÇüe James)",50,"Paris, France",Cherbourg,"Hanover, New Hampshire, US",9,N/A,1,1,F
751,"Long, Mr. Milton Clyde",29,"Springfield, Massachusetts, US",Southampton,"Springfield, Massachusetts, US",N/A,126MB,1,0,M
752,"Longley, Miss Gretchen Fiske",21,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",10,N/A,1,1,F
753,"Loring, Mr. Joseph Holland",30,"London, England, UK",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
765,"Madill, Miss Georgette Alexandra",16,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",2,N/A,1,1,F
768,"Maguire, Mr. John Edward",30,"Brockton, Massachusetts, US",Southampton,"Brockton, Massachusetts, US",N/A,Unknown,1,0,M
785,"Marvin, Mr. Daniel Warner",18,"New York, New York, US",Southampton,"New York, New York, US",N/A,Unknown,1,0,M
786,"Marvin, Mrs. Mary Graham Carmichael (nÇüe Farquarson)[62][70]",18,"New York, New York, US",Southampton,"New York, New York, US",10,N/A,1,1,F
781,"MarÇüchal, Mr. Pierre, Sr.",28,"Paris, France",Cherbourg,"New York, New York, US",7,N/A,1,1,M
790,"MaynÇü, Miss Bertha Antonine",24,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada",6,N/A,1,1,F
791,"McCaffry, Mr. Thomas Francis",46,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",N/A,292MB,1,0,M
793,"McCarthy, Mr. Timothy J.",54,"Dorchester, Massachusetts, US",Southampton,"Dorchester, Massachusetts, US",N/A,175MB,1,0,M
802,"McGough, Mr. James Robert",35,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",7,N/A,1,1,M
820,"Meyer, Mr. Edgar Joseph",28,"New York, New York, US",Cherbourg,"New York, New York, US",N/A,Unknown,1,0,M
821,"Meyer, Mrs. Leila (nÇüe Saks)",25,"New York, New York, US",Cherbourg,"New York, New York, US",6,N/A,1,1,F
